feature_index,name,operator,record_source,longitude,latitude,coordinate_is_approximate,coordinate_quality,matched_area,coordinate_method,coordinate_confidence,estimated_accuracy_m,coordinate_warning,original_geometry_status,source_url
279,PADAM NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.181,28.674,True,approximate_area_centroid,padam nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
280,NASIRPUR DWARKA I,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.089,28.591,True,approximate_area_centroid,nasirpur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
281,RAJENDRA BHAWAN,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.18,28.641,True,approximate_area_centroid,rajendra bhawan,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
282,DMRC KAROL BAGH,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.19,28.651,True,approximate_area_centroid,karol bagh,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
283,DMRC RAJOURI GARDEN,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.12,28.642,True,approximate_area_centroid,rajouri garden,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
284,VILLAGE GAZIPUR (WEST PATEL NAGAR),Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.323,28.627,True,approximate_area_centroid,gazipur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
285,DMRC SUBHASH NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.108,28.641,True,approximate_area_centroid,subhash nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
286,DLF GALLERIA MAYUR VIHAR PHASE-1 L-10,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.293,28.608,True,approximate_area_centroid,mayur vihar phase 1,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
287,DLF PRIME TOWER,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.273,28.539,True,approximate_area_centroid,okhla industrial area,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
288,KANTI NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.273,28.663,True,approximate_area_centroid,kanti nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
289,GAGAN CINEMA,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.308,28.693,True,approximate_area_centroid,gagan cinema,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
290,ROHINI SECTOR-21,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.082,28.724,True,approximate_area_centroid,rohini sector 21,sector_centroid,medium,800,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
291,PANDAV NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.287,28.62,True,approximate_area_centroid,pandav nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
292,"DLF GALLERIA MAYUR VIHAR, SHOPS DGL 39 & 45",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.293,28.608,True,approximate_area_centroid,mayur vihar phase 1,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
293,"DLF GALLERIA MAYUR VIHAR, SHOPS DGL 33 & 34",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.293,28.608,True,approximate_area_centroid,mayur vihar phase 1,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
294,KANHAIYA NAGAR (DMRC),Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.164,28.682,True,approximate_area_centroid,kanhaiya nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
295,"MALL ROAD, GTB NAGAR",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.206,28.698,True,approximate_area_centroid,gtb nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
296,MASUDABAD II,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.045,28.62,True,approximate_area_centroid,nawada,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
297,"W-MALL, ROHINI SEC.-3",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.116,28.701,True,approximate_area_centroid,rohini sector 3,sector_centroid,medium,800,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
298,GUJRAWALA TOWN-II,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.19,28.701,True,approximate_area_centroid,gujranwala town,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
299,SOUTH GAMRI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.266,28.7,True,approximate_area_centroid,south gamri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
300,DMRC BADARPUR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.303,28.493,True,approximate_area_centroid,badarpur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
301,DEVLI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.227,28.5,True,approximate_area_centroid,devli,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
302,SHASTRI NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.181,28.67,True,approximate_area_centroid,shastri nagar,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
303,SARAI BARAF KHANA KAURIYA PUL,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.208,28.671,True,approximate_area_centroid,sarai baraf khana,interpreted_parent_area_centroid,low,3000,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
304,"R.G. SQUARE MALL, I.P. EXTENSION L-10",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.312,28.629,True,approximate_area_centroid,ip extension,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
305,"ARSS MALL, JWALA HERI",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.1,28.67,True,approximate_area_centroid,jwala heri,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
306,SAIDULAJAIB,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.192,28.513,True,approximate_area_centroid,saidulajab,fuzzy_locality_centroid,low,2200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
307,GULABI BAGH-II,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.184,28.672,True,approximate_area_centroid,gulabi bagh,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
308,ORBIT PLAZA GUJRAWALA TOWN III,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.19,28.701,True,approximate_area_centroid,gujranwala town,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
309,"MANSAROVER PARK, DMRC",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.301,28.675,True,approximate_area_centroid,mansarovar park,fuzzy_locality_centroid,low,2200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
310,KESHOPUR INDUSTRIAL AREA,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.082,28.653,True,approximate_area_centroid,keshopur industrial area,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
311,GAZIPUR-III,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.323,28.627,True,approximate_area_centroid,gazipur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
312,SWAROOP NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.164,28.757,True,approximate_area_centroid,swaroop nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
313,"NARELA, DSIIDC IND. AREA",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.09,28.83,True,approximate_area_centroid,narela dsiidc,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
314,ROHINI SECTOR 9,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.126,28.711,True,approximate_area_centroid,rohini sector 9,sector_centroid,medium,800,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
315,TILAK NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.097,28.639,True,approximate_area_centroid,tilak nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
316,JANAK CINEMA,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.093,28.621,True,approximate_area_centroid,janak cinema,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
317,LODHI COLONY,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.224,28.589,True,approximate_area_centroid,lodhi colony,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
318,KHUREJI KHAS,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.278,28.644,True,approximate_area_centroid,khureji khas,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
319,"NETAJI SUBHASH PLACE, H-8",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.152,28.696,True,approximate_area_centroid,netaji subhash place,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
320,DMRC SECTOR 8 DWARKA,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.05,28.592,True,approximate_area_centroid,dwarka,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
321,DALLUPURA,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.331,28.606,True,approximate_area_centroid,chilla dallupura,fuzzy_locality_centroid,low,2200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
322,"SHRADHANAND MARG, G.B. ROAD",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.224,28.652,True,approximate_area_centroid,shradhanand marg gb road,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
323,GOLE MARKET,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.205,28.6335,True,approximate_area_centroid,gole market,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
324,"ROHINI SECTOR-24 II, BEST STAR MALL",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.093,28.725,True,approximate_area_centroid,rohini sector 24,sector_centroid,medium,800,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
325,NEW FRIENDS COLONY,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.274,28.565,True,approximate_area_centroid,new friends colony,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
326,KAMLA MARKET,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.226,28.641,True,approximate_area_centroid,kamla market,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
327,"MAIN BURARI ROAD, LIBASPUR",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.151,28.747,True,approximate_area_centroid,libaspur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
328,ROHTASH NAGAR WEST,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.286,28.686,True,approximate_area_centroid,rohtash nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
329,MAYA PURI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.129,28.637,True,approximate_area_centroid,mayapuri,fuzzy_locality_centroid,low,2200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
330,"BABARPUR, EAST ROHTASH NAGAR",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.286,28.686,True,approximate_area_centroid,rohtash nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
331,BRAHAMPURI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.268,28.694,True,approximate_area_centroid,brahampuri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
332,KHAJOORI KHAS,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.259,28.71,True,approximate_area_centroid,khajoori khas,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
333,KOTLA MUBARAKPUR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.224,28.575,True,approximate_area_centroid,kotla mubarakpur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
334,SIRASPUR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.119,28.759,True,approximate_area_centroid,siraspur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
335,NASIRPUR II,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.089,28.591,True,approximate_area_centroid,nasirpur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
336,ROHINI SECTOR-5,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.104,28.713,True,approximate_area_centroid,rohini sector 5,sector_centroid,medium,800,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
337,SHEIKH SARAI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.221,28.536,True,approximate_area_centroid,sheikh sarai,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
338,MAHIPALPUR EXT. L-6,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.125,28.544,True,approximate_area_centroid,mahipalpur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
339,"KONDLI GHAROLI, MAYUR VIHAR PHASE-III",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.34,28.6,True,approximate_area_centroid,kondli gharoli,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
340,SULTANPURI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.071,28.699,True,approximate_area_centroid,sultanpuri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
341,GOVINDPURI-II,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.263,28.541,True,approximate_area_centroid,govindpuri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
342,ROSHNARA ROAD,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.192,28.673,True,approximate_area_centroid,roshanara road,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
343,"DOMESTIC ARRIVALS, TERMINAL-3, IGI AIRPORT L-10",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.1,28.556,True,approximate_area_centroid,domestic arrivals terminal 3,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
344,"G.T. ROAD, SHAHDARA",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.29,28.674,True,approximate_area_centroid,gt road shahdara,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
345,"SADATPUR EXT., MAIN KARAWAL NAGAR ROAD",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.276,28.728,True,approximate_area_centroid,karawal nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
346,"JYOTI BHAWAN, MUKHERJEE NAGAR",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.214,28.712,True,approximate_area_centroid,mukherjee nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
347,NARAINA INDUSTRIAL AREA,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.141,28.626,True,approximate_area_centroid,naraina industrial area,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
348,"REGAL BUILDING, CONNAUGHT PLACE",Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.2167,28.6315,True,approximate_area_centroid,connaught place,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
349,KANJHAWALA 315,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.002,28.728,True,approximate_area_centroid,kanjhawala,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
350,GHEWRA METRO,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,76.996,28.685,True,approximate_area_centroid,ghewra metro,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/indian-made-foreign-liquor
351,AZADPUR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.175,28.706,True,approximate_area_centroid,azadpur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
352,BAWANA IND. AREA SEC.-5,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.04,28.79,True,approximate_area_centroid,bawana industrial area sector 5,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
353,BHATTI VILLAGE,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.183,28.445,True,approximate_area_centroid,bhatti village,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
354,DHANSA NANGLOI ROAD,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,76.975,28.61,True,approximate_area_centroid,dhansa nangloi road,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
355,HASTSAL,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.042,28.628,True,approximate_area_centroid,hastsal,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
356,JAHANGIR PURI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.162,28.725,True,approximate_area_centroid,jahangirpuri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
357,KRISHNA VIHAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.077,28.701,True,approximate_area_centroid,krishna vihar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
358,NARELA,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.092,28.852,True,approximate_area_centroid,narela,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
359,LIBASPUR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.151,28.747,True,approximate_area_centroid,libaspur,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
360,LOK NAYAK PURAM,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.036,28.645,True,approximate_area_centroid,lok nayak puram,interpreted_locality_centroid,medium,1500,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
361,MANDOLI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.311,28.702,True,approximate_area_centroid,mandoli,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
362,MOTI NAGAR,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.143,28.658,True,approximate_area_centroid,moti nagar,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
363,NAND NAGRI,Delhi Consumer's Co-operative Wholesale Store Ltd. (DCCWS),official listing,77.308,28.691,True,approximate_area_centroid,nand nagri,named_locality_centroid,medium,1200,Approximate locality/sector centre. This is not the verified vend entrance.,coordinates not published by source,https://dccws.delhi.gov.in/dccws/country-liquor
